Grid spacing = 5
At Height 10
138
X	Y
45.64657	53.684095
46.646321	53.684095
47.645976	53.684095
48.645246	53.684095
49.645172	53.684095
50.645135	53.684095
51.645081	53.684095
52.645156	53.684095
53.644874	53.684095
54.644677	53.684095
55.644193	53.684095
55.747825	53.385961
54.947308	52.787354
54.147165	52.189027
53.346397	51.590232
52.54562	50.991431
51.74493	50.392695
50.944126	49.793873
50.143751	49.195372
49.3427	48.596366
48.541845	47.997506
47.740976	47.398636
46.940728	46.80023
46.139775	46.201297
45.33939	45.602789
44.538341	45.003784
43.73771	44.405092
42.937147	43.80645
42.136227	43.207542
41.335755	42.608969
40.534922	42.010126
39.734102	41.411292
38.933674	40.812751
38.132857	40.21392
37.326941	39.611276
36.567637	38.970814
35.81892	38.308841
35.085951	37.628525
34.370447	36.930335
33.673058	36.213777
32.995031	35.478975
32.337565	34.726095
31.701409	33.954842
31.087673	33.165395
30.497735	32.358425
29.932317	31.533866
29.392547	30.692348
28.879289	29.834299
28.393543	28.960594
27.935896	28.07161
27.507162	27.168408
27.107938	26.251954
26.738529	25.322861
26.39937	24.382392
26.090623	23.431504
25.812368	22.471303
25.564536	21.502861
25.346881	20.526968
25.159174	19.544956
25.001003	18.557835
24.871842	17.566439
24.771117	16.57173
24.698181	15.574639
24.652319	14.576046
24.989984	13.99488
25.974939	14.166343
26.95905	14.343146
27.942036	14.525272
28.924199	14.712812
29.905113	14.905715
30.885071	15.104073
31.863792	15.307861
32.841559	15.517171
33.81795	15.731945
34.793103	15.952245
35.767146	16.178133
36.739798	16.409576
37.711051	16.646602
38.680892	16.889238
39.649435	17.137545
40.616402	17.391483
41.581902	17.65111
42.545785	17.916414
43.508153	18.187454
44.468851	18.464216
45.427974	18.746756
46.385244	19.035021
47.340869	19.329101
48.294573	19.628939
49.246553	19.934624
50.196533	20.246093
51.144587	20.563397
52.09078	20.886583
53.034838	21.215584
53.976932	21.550484
54.916789	21.891208
55.854572	22.237839
56.79022	22.590379
57.723565	22.948787
58.654547	23.313059
59.583308	23.683273
60.509675	24.059381
61.433579	24.441374
62.355047	24.829281
63.274004	25.223089
64.190469	25.622825
65.104264	26.028427
66.015405	26.439918
66.923898	26.857315
67.829657	27.280594
68.732681	27.709768
69.632877	28.144805
70.53015	28.585672
71.42458	29.032416
72.316064	29.484999
73.204583	29.94342
74.090115	30.407676
74.972468	30.877673
75.851779	31.35349
76.727931	31.83507
77.600965	32.322441
78.470683	32.815495
79.337193	33.314297
80.20037	33.818775
81.060159	34.328898
81.91665	34.84472
82.769707	35.366156
83.619261	35.893164
84.465385	36.425784
85.308	36.963963
86.147025	37.507643
86.982511	38.056852
87.814298	38.611477
88.642492	39.171579
89.466989	39.73708
90.287749	40.307941
91.104787	40.884159
91.918047	41.465685
92.727529	42.052505
93.533166	42.644554
94.334942	43.241806
95.132891	43.844269
95.926869	44.451816
96.716948	45.064485
97.50308	45.682216
98.285209	46.304947
99.063376	46.932686
99.837508	47.565353
100.607623	48.202938
101.373679	48.845382
102.135674	49.492656
102.89359	50.144721
103.647357	50.801485
104.397027	51.462966
105.142595	52.129131
105.883996	52.799889
106.621241	53.47522
107.354283	54.155048
108.083187	54.839398
108.807874	55.528164
109.528335	56.221299
110.244619	56.918815
110.956714	57.620665
111.664519	58.32671
112.368134	59.03701
113.067525	59.751492
113.762638	60.470061
114.453535	61.192738
115.140181	61.919447
115.822585	62.650151
116.500724	63.384785
117.174614	64.123319
117.844264	64.86572
118.509653	65.611918
119.170812	66.3619
119.827733	67.115611
120.480397	67.872982
121.128823	68.633985
121.773014	69.398574
122.412971	70.166701
123.048696	70.938317
123.68023	71.71342
124.30753	72.491908
124.930649	73.273792
125.54955	74.058973
126.164268	74.847443
126.774802	75.639144
127.381195	76.434082
127.983421	77.232163
128.58146	78.033308
129.175394	78.837569
129.76521	79.644872
130.350895	80.455144
130.932477	81.268364
131.509994	82.08453
132.083394	82.903507
132.65275	83.725343
133.218061	84.549977
133.779344	85.377374
134.33659	86.20746
134.88984	87.040239
135.439078	87.875623
135.984355	88.71363
136.525681	89.554214
137.063044	90.397296
137.596492	91.24289
138.126017	92.090918
138.651664	92.941392
139.173422	93.794233
139.69132	94.649422
140.205388	95.506949
140.715625	96.366748
141.222042	97.228774
141.724682	98.093035
142.223533	98.959447
142.718664	99.828068
143.210035	100.698762
143.697691	101.571543
144.181663	102.446402
144.661951	103.323277
145.459875	103.920701
146.282505	104.488857
147.121935	105.03181
147.981219	105.542728
148.864225	106.011404
149.775693	106.421697
150.720783	106.746331
151.701174	106.935704
152.696745	106.898401
153.610709	106.512231
154.281923	105.780231
154.683433	104.867582
154.894902	103.891421
154.982882	102.895919
154.987139	101.896357
154.931342	100.898241
154.830349	99.903629
154.69402	98.913222
154.529222	97.927137
154.34092	96.94523
154.132851	95.967366
153.907863	94.993235
153.668206	94.022586
153.415693	93.055225
153.151788	92.090889
152.877715	91.129412
152.594488	90.170577
152.302969	89.214221
152.003906	88.260217
151.697928	87.308399
151.385592	86.35865
151.067388	85.410866
150.74373	84.464909
150.415001	83.520686
150.081555	82.578162
149.743669	81.637179
149.40164	80.697729
149.055692	79.759688
148.706063	78.823032
148.352947	77.887675
147.996533	76.953572
147.85709	76.266852
148.747756	76.721053
149.646318	77.159322
150.553906	77.578699
151.471707	77.975131
152.401268	78.343053
153.344478	78.674432
154.30335	78.956971
155.279748	79.170667
156.272807	79.280038
157.268511	79.216983
158.194608	78.858308
158.852675	78.120133
159.134089	77.166118
159.154464	76.168113
159.023187	75.177557
158.798064	74.203703
158.509718	73.246521
158.175829	72.304211
157.807426	71.374811
157.411863	70.456638
156.994271	69.548256
156.558392	68.64849
156.10705	67.75639
155.642418	66.871139
155.166205	65.992048
154.679804	65.118558
154.184348	64.250182
153.680764	63.386477
153.169847	62.527088
152.652275	61.671711
152.128602	60.820033
151.599335	59.971823
151.064903	59.126856
150.525694	58.284953
149.982015	57.445893
149.43419	56.609562
148.882464	55.775784
148.327092	54.944459
147.768254	54.115418
147.206184	53.288612
146.64101	52.463876
146.07292	51.641161
145.502058	50.820381
144.928549	50.001446
144.352513	49.184282
143.774065	48.368824
143.193298	47.554996
142.610328	46.742763
142.025239	45.932065
141.438097	45.122823
140.849003	44.315016
140.258037	43.508602
139.665247	42.703503
139.070715	41.899685
138.474523	41.097118
137.876717	40.295719
137.277405	39.495472
136.676667	38.696308
136.074589	37.89812
135.471329	37.100825
134.867114	36.304281
134.262303	35.508191
133.889912	34.898846
134.798882	35.315222
135.710806	35.725105
136.625906	36.127768
137.544516	36.522382
138.466989	36.907931
139.393698	37.283153
140.325124	37.646493
141.261822	37.995971
142.204499	38.329024
143.153954	38.642202
144.11116	38.93072
145.077327	39.187652
146.053678	39.402305
147.041234	39.556918
148.038529	39.618563
149.031106	39.517268
149.927194	39.096312
150.411468	38.243167
150.406421	37.248769
150.152288	36.283088
149.775024	35.357603
149.326169	34.464429
148.830344	33.596334
148.301144	32.748146
147.746842	31.916122
147.172872	31.097521
146.583016	30.290292
145.980003	29.492836
145.365884	28.703894
144.742236	27.922449
144.110326	27.1477
143.471131	26.378925
142.825485	25.615567
142.174059	24.857123
141.517442	24.103192
140.856092	23.353382
140.190442	22.607394
139.520851	21.864947
138.847636	21.125802
138.171049	20.389715
137.491356	19.656515
136.808754	18.926009
136.123434	18.198034
135.43559	17.472473
134.74536	16.749176
134.052882	16.028023
133.3583	15.308922
132.661695	14.591736
131.963206	13.87641
131.262914	13.162841
130.560914	12.450956
129.857293	11.740688
129.152112	11.031954
128.445451	10.3247
127.737366	9.618859
127.027939	8.914397
126.317189	8.211224
125.60522	7.509344
124.892021	6.808651
124.177687	6.109151
124.329874	5.735277
125.326999	5.662737
126.322141	5.566783
127.314209	5.443006
128.301469	5.285518
129.281085	5.086208
130.24823	4.833479
131.193966	4.510106
132.100317	4.089673
132.928258	3.532073
133.591528	2.789255
133.948663	1.862608
133.932198	0.867969
133.634658	-0.084259
133.168042	-0.967485
132.599343	-1.789307
131.964647	-2.56154
131.284296	-3.293982
130.57057	-3.994009
129.831378	-4.667119
129.072071	-5.317478
128.296438	-5.948292
127.507246	-6.56208
126.706601	-7.160841
125.896109	-7.74621
125.077035	-8.319529
124.250418	-8.881897
123.417074	-9.434258
122.577678	-9.977406
121.732833	-10.511994
120.882987	-11.038621
120.028555	-11.557779
119.169891	-12.069895
118.307269	-12.575353
117.440979	-13.074459
116.571227	-13.5675
115.698192	-14.054724
114.822044	-14.536335
113.942928	-15.012503
113.060965	-15.483374
112.176261	-15.949063
111.288893	-16.409663
110.398924	-16.865238
109.506423	-17.315813
108.61142	-17.761397
107.713935	-18.201963
106.813985	-18.637443
105.911525	-19.067746
105.006548	-19.492709
104.098981	-19.912128
103.188753	-20.325712
102.275723	-20.733085
101.359724	-21.133736
100.44051	-21.526976
99.517778	-21.911835
98.59102	-22.286956
97.659593	-22.650258
96.722409	-22.998426
95.777642	-23.325472
94.821799	-23.618314
93.84613	-23.833032
94.521854	-24.142687
95.452514	-24.507923
96.37079	-24.903198
97.271687	-25.336509
98.146663	-25.81989
98.979361	-26.372501
99.734008	-27.026602
100.318451	-27.8328
100.510626	-28.801052
100.162675	-29.727421
99.496716	-30.469273
98.697344	-31.068326
97.834625	-31.572949
